[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	5/29/2025 8:22:49 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 4:36:48 PM	1	3	NPOC	13.02	7.342	NPOC:7.109mg/L TN:1.495mg/L	1	50	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 4:40:36 PM	1	4	NPOC	11.88	7.074	NPOC:7.109mg/L TN:1.495mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 4:44:26 PM	1	5	NPOC	12.13	7.133	NPOC:7.109mg/L TN:1.495mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 4:28:51 PM	1	1	TN	16.58	1.463	NPOC:7.109mg/L TN:1.495mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 4:32:40 PM	1	2	TN	16.93	1.492	NPOC:7.109mg/L TN:1.495mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 4:36:48 PM	1	3	TN	17.42	1.531	NPOC:7.109mg/L TN:1.495mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 4:40:36 PM	1	4	TN	18.18	1.593	NPOC:7.109mg/L TN:1.495mg/L	1	50	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 4:44:26 PM	1	5	TN	18.53	1.621	NPOC:7.109mg/L TN:1.495mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 4:52:06 PM	1	1	NPOC	2.087	4.773	NPOC:4.890mg/L TN:0.1434mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 4:56:32 PM	1	2	NPOC	3.031	4.995	NPOC:4.890mg/L TN:0.1434mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 5:02:00 PM	1	3	NPOC	2.649	4.905	NPOC:4.890mg/L TN:0.1434mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 5:05:49 PM	1	4	NPOC	2.462	4.861	NPOC:4.890mg/L TN:0.1434mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 5:10:12 PM	1	5	NPOC	2.643	4.904	NPOC:4.890mg/L TN:0.1434mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 4:52:06 PM	1	1	TN	0.05670	0.1277	NPOC:4.890mg/L TN:0.1434mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 4:56:32 PM	1	2	TN	0.2831	0.1460	NPOC:4.890mg/L TN:0.1434mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 5:02:00 PM	1	3	TN	2.144	0.2964	NPOC:4.890mg/L TN:0.1434mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 5:05:49 PM	1	4	TN	0.4116	0.1564	NPOC:4.890mg/L TN:0.1434mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 5:10:12 PM	1	5	TN	0.7118	0.1807	NPOC:4.890mg/L TN:0.1434mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 5:17:55 PM	1	1	NPOC	1.704	4.683	NPOC:4.884mg/L TN:0.1371mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 5:21:58 PM	1	2	NPOC	2.069	4.769	NPOC:4.884mg/L TN:0.1371mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 5:25:48 PM	1	3	NPOC	2.522	4.875	NPOC:4.884mg/L TN:0.1371mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 5:30:20 PM	1	4	NPOC	2.461	4.861	NPOC:4.884mg/L TN:0.1371mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20250206_new.2025_02_06_16_13_12.cal	1.00		5/22/2025 5:34:20 PM	1	5	NPOC	2.693	4.915	NPOC:4.884mg/L TN:0.1371mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 5:17:55 PM	1	1	TN	0.000	0.1231	NPOC:4.884mg/L TN:0.1371mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 5:21:58 PM	1	2	TN	0.8024	0.1880	NPOC:4.884mg/L TN:0.1371mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 5:25:48 PM	1	3	TN	1.456	0.2408	NPOC:4.884mg/L TN:0.1371mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 5:30:20 PM	1	4	TN	0.2596	0.1441	NPOC:4.884mg/L TN:0.1371mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20250206_new.2025_02_06_19_31_29.cal	1.00		5/22/2025 5:34:20 PM	1	5	TN	0.2597	0.1441	NPOC:4.884mg/L TN:0.1371mg/L	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 5:44:03 PM	1	1	NPOC	1.508	0.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 5:47:44 PM	1	2	NPOC	1.387	0.000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 5:51:34 PM	1	3	NPOC	1.607	0.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 5:55:21 PM	1	4	NPOC	1.521	0.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 6:05:40 PM	2	1	NPOC	3.280	0.5000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 6:09:41 PM	2	2	NPOC	3.200	0.5000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 6:13:23 PM	2	3	NPOC	3.023	0.5000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 6:17:13 PM	2	4	NPOC	3.028	0.5000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 6:21:22 PM	2	5	NPOC	3.535	0.5000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 6:31:19 PM	3	1	NPOC	6.496	1.000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 6:35:14 PM	3	2	NPOC	6.234	1.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 6:38:51 PM	3	3	NPOC	6.203	1.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 6:42:35 PM	3	4	NPOC	5.882	1.000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 6:46:21 PM	3	5	NPOC	6.412	1.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 6:57:36 PM	4	1	NPOC	19.86	5.000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 7:01:03 PM	4	2	NPOC	19.87	5.000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 7:04:53 PM	4	3	NPOC	18.89	5.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 7:08:44 PM	4	4	NPOC	18.95	5.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 7:12:43 PM	4	5	NPOC	19.26	5.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 7:23:09 PM	5	1	NPOC	37.38	10.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 7:26:45 PM	5	2	NPOC	36.92	10.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 7:31:03 PM	5	3	NPOC	38.12	10.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 7:43:03 PM	6	1	NPOC	190.9	50.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 7:46:56 PM	6	2	NPOC	191.0	50.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 7:50:39 PM	6	3	NPOC	189.4	50.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 8:03:02 PM	7	1	NPOC	311.5	80.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 8:06:57 PM	7	2	NPOC	309.7	80.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 8:10:38 PM	7	3	NPOC	303.8	80.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 8:22:18 PM	8	1	NPOC	386.9	100.0	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 8:26:18 PM	8	2	NPOC	382.5	100.0	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20250522.2025_05_22_17_34_20.cal		1.00		5/22/2025 8:30:10 PM	8	3	NPOC	383.4	100.0	 	0	50	
