Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
136	Standard 1	Check Standard	4.573	0.4069	6.47	0.3661	2.49
137	Standard 2	Check Standard	4.563	0.9071	6.97	0.8162	5.39
138	Standard 3	Check Standard	4.56	1.9052	7.13	1.7142	10.95
139	Standard 4	Check Standard	4.517	9.9914	7.23	8.9898	53.19
140	Standard 5	Check Standard	4.48	20.1888	7.26	18.1649	98.95
141	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
142	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			4.58	389.8199	100	18.1649	98.95
Average			4.55	59.0224	5.03	1.8488	11.04
Minimum			4.243	0.0121	0.03	0.0022	0
Standard Deviation			0.051	82.0801	9.3	3.2347	18.31
Relative Standard Deviation			1.13%	139.07%	184.86%	174.97%	165.85%
