[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	4/29/2025 4:57:44 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Standard	NPOC	NPOC Cal	Untitled	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal		1.00		8/5/2024 12:20:24 PM	6	3	NPOC	131.4	30.00	 	0	50	
Standard	NPOC	NPOC Cal	Untitled	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal		1.00		8/5/2024 12:31:36 PM	7	1	NPOC	265.0	60.00	 	0	50	
Standard	NPOC	NPOC Cal	Untitled	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal		1.00		8/5/2024 12:36:13 PM	7	2	NPOC	258.7	60.00	 	0	50	
Standard	NPOC	NPOC Cal	Untitled	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal		1.00		8/5/2024 12:40:42 PM	7	3	NPOC	260.4	60.00	 	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_07_08_10_58_47.cal	1.00		8/5/2024 12:48:19 PM	1	1	NPOC	1.540	-0.2236	NPOC:-0.3732mg/L TN:-0.02220mg/L	1	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_07_08_10_58_47.cal	1.00		8/5/2024 12:52:04 PM	1	2	NPOC	0.8398	-0.3913	NPOC:-0.3732mg/L TN:-0.02220mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_07_08_10_58_47.cal	1.00		8/5/2024 12:55:49 PM	1	3	NPOC	0.7771	-0.4063	NPOC:-0.3732mg/L TN:-0.02220mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_07_08_10_58_47.cal	1.00		8/5/2024 12:59:34 PM	1	4	NPOC	1.382	-0.2614	NPOC:-0.3732mg/L TN:-0.02220mg/L	1	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_07_08_10_58_47.cal	1.00		8/5/2024 1:02:53 PM	1	5	NPOC	1.129	-0.3220	NPOC:-0.3732mg/L TN:-0.02220mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_07_08_14_55_16.cal	1.00		8/5/2024 12:48:19 PM	1	1	TN	0.1183	-0.01318	NPOC:-0.3732mg/L TN:-0.02220mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_07_08_14_55_16.cal	1.00		8/5/2024 12:52:04 PM	1	2	TN	0.2241	-0.00109	NPOC:-0.3732mg/L TN:-0.02220mg/L	1	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_07_08_14_55_16.cal	1.00		8/5/2024 12:55:49 PM	1	3	TN	0.000	-0.02670	NPOC:-0.3732mg/L TN:-0.02220mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_07_08_14_55_16.cal	1.00		8/5/2024 12:59:34 PM	1	4	TN	0.000	-0.02670	NPOC:-0.3732mg/L TN:-0.02220mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 1:29:39 PM	1	1	NPOC	1.821	-0.09726	NPOC:-0.2790mg/L TN:-0.01591mg/L	1	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 1:33:24 PM	1	2	NPOC	1.106	-0.2631	NPOC:-0.2790mg/L TN:-0.01591mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 1:38:33 PM	1	3	NPOC	0.9226	-0.3057	NPOC:-0.2790mg/L TN:-0.01591mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 1:42:18 PM	1	4	NPOC	0.6196	-0.3760	NPOC:-0.2790mg/L TN:-0.01591mg/L	1	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 1:45:37 PM	1	5	NPOC	1.084	-0.2682	NPOC:-0.2790mg/L TN:-0.01591mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_07_08_14_55_16.cal	1.00		8/5/2024 1:29:39 PM	1	1	TN	0.1434	-0.01032	NPOC:-0.2790mg/L TN:-0.01591mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_07_08_14_55_16.cal	1.00		8/5/2024 1:33:24 PM	1	2	TN	0.000	-0.02670	NPOC:-0.2790mg/L TN:-0.01591mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_07_08_14_55_16.cal	1.00		8/5/2024 1:38:33 PM	1	3	TN	1.599	0.1560	NPOC:-0.2790mg/L TN:-0.01591mg/L	1	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_07_08_14_55_16.cal	1.00		8/5/2024 1:42:18 PM	1	4	TN	0.1399	-0.01072	NPOC:-0.2790mg/L TN:-0.01591mg/L	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 2:04:30 PM	1	1	TN	0.2700	0.000	 	1	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 2:08:16 PM	1	2	TN	0.000	0.000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 2:12:01 PM	1	3	TN	1.005	0.000	 	1	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 2:15:46 PM	1	4	TN	0.1414	0.000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 2:19:31 PM	1	5	TN	0.00800	0.000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 2:28:00 PM	2	1	TN	0.4161	0.1000	 	1	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 2:31:48 PM	2	2	TN	0.9438	0.1000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 2:35:34 PM	2	3	TN	1.351	0.1000	 	1	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 2:39:19 PM	2	4	TN	0.6939	0.1000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 2:43:04 PM	2	5	TN	1.080	0.1000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 2:52:51 PM	3	1	TN	5.451	0.5000	 	1	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 2:57:05 PM	3	2	TN	4.164	0.5000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 3:01:31 PM	3	3	TN	4.445	0.5000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 3:06:00 PM	3	4	TN	5.384	0.5000	 	1	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 3:10:06 PM	3	5	TN	4.325	0.5000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 3:16:38 PM	4	1	TN	8.822	1.000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 3:21:10 PM	4	2	TN	8.817	1.000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 3:26:01 PM	4	3	TN	9.903	1.000	 	1	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 3:30:43 PM	4	4	TN	9.707	1.000	 	1	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 3:35:06 PM	4	5	TN	8.399	1.000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 3:42:19 PM	5	1	TN	27.64	3.000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 3:47:02 PM	5	2	TN	28.04	3.000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 3:52:08 PM	5	3	TN	27.79	3.000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 3:59:22 PM	6	1	TN	47.19	5.000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 4:04:28 PM	6	2	TN	46.39	5.000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 4:09:35 PM	6	3	TN	47.37	5.000	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 4:16:48 PM	7	1	TN	97.31	10.00	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 4:21:55 PM	7	2	TN	97.66	10.00	 	0	50	
Standard	TN	TN Cal	Untitled	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal		1.00		8/5/2024 4:27:03 PM	7	3	TN	96.43	10.00	 	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 4:37:10 PM	1	1	NPOC	0.4652	-0.4118	NPOC:-0.3237mg/L TN:0.06952mg/L	1	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 4:40:54 PM	1	2	NPOC	0.8472	-0.3232	NPOC:-0.3237mg/L TN:0.06952mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 4:44:38 PM	1	3	NPOC	0.8117	-0.3314	NPOC:-0.3237mg/L TN:0.06952mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 4:48:23 PM	1	4	NPOC	0.8758	-0.3165	NPOC:-0.3237mg/L TN:0.06952mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal	1.00		8/5/2024 4:37:10 PM	1	1	TN	0.9600	0.1629	NPOC:-0.3237mg/L TN:0.06952mg/L	1	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal	1.00		8/5/2024 4:40:54 PM	1	2	TN	0.5517	0.1209	NPOC:-0.3237mg/L TN:0.06952mg/L	1	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal	1.00		8/5/2024 4:44:38 PM	1	3	TN	0.000	0.06403	NPOC:-0.3237mg/L TN:0.06952mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal	1.00		8/5/2024 4:48:23 PM	1	4	TN	0.000	0.06403	NPOC:-0.3237mg/L TN:0.06952mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal	1.00		8/5/2024 4:54:37 PM	1	5	TN	0.1599	0.08050	NPOC:-0.3237mg/L TN:0.06952mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 5:01:44 PM	1	1	NPOC	0.7443	-0.3470	NPOC:-0.3151mg/L TN:0.07485mg/L	1	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 5:05:29 PM	1	2	NPOC	0.7756	-0.3398	NPOC:-0.3151mg/L TN:0.07485mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 5:09:14 PM	1	3	NPOC	0.9405	-0.3015	NPOC:-0.3151mg/L TN:0.07485mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_08_05_10_18_11.cal	1.00		8/5/2024 5:12:59 PM	1	4	NPOC	0.9305	-0.3038	NPOC:-0.3151mg/L TN:0.07485mg/L	0	50	
Unknown	NPOC/TN	DI	DI	C:\TOC-L\Methods\Watershed_NPOC60_TN10.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_08_05_13_59_59.cal	1.00		8/5/2024 5:01:44 PM	1	1	TN	0.08120	0.07239	NPOC:-0.3151mg/L TN:0.07485mg/L	0	50	
