[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	12/18/2024 3:06:29 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	NPOC/TN	TMP_SW_F4_20241213	Untitled					6.668	0.2709	mg/L	37	12/18/2024 8:45:44 AM	
Unknown	NPOC/TN	TMP_SW_H6_20241213	Untitled					26.37	0.8326	mg/L	38	12/18/2024 9:16:09 AM	
Unknown	NPOC/TN	TMP_SW_I5_20241213	Untitled					12.62	0.8358	mg/L	39	12/18/2024 9:35:51 AM	
Unknown	NPOC/TN	TMP_SW_I5_20241213_dup	Untitled					12.64	0.7866	mg/L	40	12/18/2024 10:05:42 AM	
Unknown	NPOC/TN	Chk_Std_50C_2N	Untitled					47.55	2.067	mg/L	41	12/18/2024 10:36:11 AM	
Unknown	NPOC/TN	DI	Untitled					-0.6154	0.06793	mg/L	0	12/18/2024 10:59:36 AM	
Unknown	NPOC/TN	TMP_CTRL_Rain_20241212	Untitled					11.05	0.3805	mg/L	42	12/18/2024 11:18:36 AM	
Unknown	NPOC/TN	TMP_FW_Rain_20241212	Untitled					7.418	0.5626	mg/L	43	12/18/2024 11:45:14 AM	
Unknown	NPOC/TN	TMP_SW_Rain_20241212	Untitled					10.26	0.4637	mg/L	44	12/18/2024 12:14:38 PM	
Unknown	NPOC/TN	TMP_GW_Well_20241107	Untitled					8.146	0.04103	mg/L	45	12/18/2024 12:41:43 PM	
Unknown	NPOC/TN	Chk_Std_50C_2N	Untitled					47.63	2.151	mg/L	46	12/18/2024 1:01:55 PM	
Unknown	NPOC/TN	Chk_Std_50C_2N	Untitled					47.44	2.136	mg/L	47	12/18/2024 1:22:20 PM	
Unknown	NPOC/TN	DI	Untitled					-0.6208	0.00647	mg/L	0	12/18/2024 1:47:13 PM	
Unknown	NPOC/TN	DI	Untitled					-0.6762	0.01579	mg/L	0	12/18/2024 2:12:01 PM	
Unknown	NPOC/TN	DI	Untitled					-0.6568	0.06406	mg/L	0	12/18/2024 2:40:03 PM	
