"","Project","Sample_ID","Zone","Grid","Depth_cm","Event_Time","Time_of_day","Source","Volume_mL","Collection_Date","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"14","TMP","TMP_FW_F4_20240611_15CM_T1","FW","F4","15CM","T1",NA,"PW",5,"20240611",0.465049906425452,"Within_Range","SO4 checks perc diff out of range",0.089703808180536,"Within_Range","",0.00577226,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"15","TMP","TMP_FW_D5_20240611_15CM_T1","FW","D5","15CM","T1",NA,"PW",5,"20240611",0.421285090455396,"Within_Range","SO4 checks perc diff out of range",0.07937658674189,"Within_Range","",0.0051107173,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"16","TMP","TMP_FW_C3_20240611_15CM_T1","FW","C3","15CM","T1",NA,"PW",5,"20240611",0.159235807860262,"Within_Range","SO4 checks perc diff out of range",0.170606488011283,"Within_Range","",0.010954736,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"17","TMP","TMP_FW_C6_20240611_15CM_T1","FW","C6","15CM","T1",NA,"PW",5,"20240611",0.139734872114785,"Within_Range","SO4 checks perc diff out of range",0.0854217207334274,"Within_Range","",0.0054979574,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"18","TMP","TMP_SW_B4_20240611_15CM_T1","SW","B4","15CM","T1",NA,"PW",5,"20240611",7.3221615720524,"Within_Range","SO4 checks perc diff out of range",52.8516332863188,"Within_Range","",3.3856038528,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"19","TMP","TMP_SW_F6_20240611_15CM_T1","SW","F6","15CM","T1",NA,"PW",5,"20240611",0.784719276356831,"Within_Range","SO4 checks perc diff out of range",6.46275035260931,"Within_Range","",0.4140178315,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"20","TMP","TMP_FW_I5_20240612_15CM_T2","FW","I5","15CM","T2","AM","PW",5,"20240612",0.183811603243918,"Within_Range","SO4 checks perc diff out of range",0.102014104372355,"Within_Range","",0.0065608348,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"21","TMP","TMP_FW_C6_20240612_15CM_T2","FW","C6","15CM","T2","AM","PW",5,"20240612",0.212046163443543,"Within_Range","SO4 checks perc diff out of range",0.259940761636107,"Within_Range","",0.0166773243,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"22","TMP","TMP_FW_H3_20240612_15CM_T2","FW","H3","15CM","T2","AM","PW",5,"20240612",0.387960074859638,"Within_Range","SO4 checks perc diff out of range",0.0872722143864598,"Within_Range","",0.0056164966,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"23","TMP","TMP_FW_H6_20240612_15CM_T2","FW","H6","15CM","T2","AM","PW",5,"20240612",0.158718028696195,"Within_Range","SO4 checks perc diff out of range",0.0813483779971791,"Within_Range","",0.0052370266,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"24","TMP","TMP_FW_F4_20240612_15CM_T2","FW","F4","15CM","T2","AM","PW",5,"20240612",0.496453524641297,"Within_Range","SO4 checks perc diff out of range",0.0922708039492243,"Within_Range","",0.005936697,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"25","TMP","TMP_FW_D5_20240612_15CM_T2","FW","D5","15CM","T2","AM","PW",5,"20240612",0.487869619463506,"Within_Range","SO4 checks perc diff out of range",0.097015514809591,"Within_Range","",0.0062406344,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"26","TMP","TMP_FW_C3_20240612_15CM_T2","FW","C3","15CM","T2","AM","PW",5,"20240612",0.215826575171553,"Within_Range","SO4 checks perc diff out of range",0.159675599435825,"Within_Range","",0.0102545235,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"27","TMP","TMP_FW_E3_20240612_15CM_T2","FW","E3","15CM","T2","AM","PW",5,"20240612",0.0584029943855271,"Within_Range","SO4 checks perc diff out of range",0.0332214386459802,"Within_Range","",0.0021541039,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"28","TMP","TMP_SW_F6_20240612_15CM_T2","SW","F6","15CM","T2","AM","PW",5,"20240612",4.42987523393637,"Within_Range","SO4 checks perc diff out of range",48.5640789844852,"Within_Range","",3.1109510562,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"29","TMP","TMP_SW_C3_20240612_15CM_T2","SW","C3","15CM","T2","AM","PW",5,"20240612",7.07945726762321,"Within_Range","SO4 checks perc diff out of range",56.5400761636107,"Within_Range","",3.6218786799,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"30","TMP","TMP_SW_H6_20240612_15CM_T2","SW","H6","15CM","T2","AM","PW",5,"20240612",4.91399251403618,"Within_Range","SO4 checks perc diff out of range",34.9479915373766,"Within_Range","",2.2387296841,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"31","TMP","TMP_SW_D5_20240612_15CM_T2","SW","D5","15CM","T2","AM","PW",5,"20240612",3.8450998128509,"Within_Range","SO4 checks perc diff out of range",30.2463836389281,"Within_Range","",1.9375533801,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"32","TMP","TMP_SW_B4_20240612_15CM_T2","SW","B4","15CM","T2","AM","PW",5,"20240612",10.5729070492826,"Within_Range","SO4 checks perc diff out of range",74.1578787023977,"Within_Range","",4.7504425176,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"33","TMP","TMP_SW_I5_20240612_15CM_T2","SW","I5","15CM","T2","AM","PW",5,"20240612",3.73618839675608,"Within_Range","SO4 checks perc diff out of range",37.1114047954866,"Within_Range","",2.3773139351,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"34","TMP","TMP_SW_E3_20240612_15CM_T2","SW","E3","15CM","T2","AM","PW",5,"20240612",3.04402682470368,"Within_Range","SO4 checks perc diff out of range",28.0959294781382,"Within_Range","",1.7997992649,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"35","TMP","TMP_FW_H6_20240612_15CM_T3","FW","H6","15CM","T3","PM","PW",5,"20240612",0.182620087336245,"Within_Range","SO4 checks perc diff out of range",0.103007052186178,"Within_Range","",0.0066244412,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"36","TMP","TMP_FW_D5_20240612_15CM_T3","FW","D5","15CM","T3","PM","PW",5,"20240612",0.189631940112289,"Within_Range","SO4 checks perc diff out of range",0.152854724964739,"Within_Range","",0.0098175909,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"37","TMP","TMP_FW_I5_20240612_15CM_T3","FW","I5","15CM","T3","PM","PW",5,"20240612",0.180995009357455,"Within_Range","SO4 checks perc diff out of range",0.126795486600846,"Within_Range","",0.0081482843,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"38","TMP","TMP_FW_F6_20240612_15CM_T3","FW","F6","15CM","T3","PM","PW",5,"20240612",0.179279475982533,"Within_Range","SO4 checks perc diff out of range",0.110499294781382,"Within_Range","",0.0071043804,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"39","TMP","TMP_FW_C3_20240612_15CM_T3","FW","C3","15CM","T3","PM","PW",5,"20240612",0.225049906425452,"Within_Range","SO4 checks perc diff out of range",0.13238928067701,"Within_Range","",0.0085066124,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"40","TMP","TMP_FW_F4_20240612_15CM_T3","FW","F4","15CM","T3","PM","PW",5,"20240612",0.153870867124142,"Within_Range","SO4 checks perc diff out of range",0.115853314527504,"Within_Range","",0.007447349,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"41","TMP","TMP_SW_C3_20240612_15CM_T3","SW","C3","15CM","T3","PM","PW",5,"20240612",9.44897691827823,"Within_Range","SO4 checks perc diff out of range",71.2322256699577,"Within_Range","",4.5630305968,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ","clear"
"42","TMP","TMP_SW_H3_20240612_15CM_T3","SW","H3","15CM",NA,NA,NA,NA,"20240612",8.88670617592015,"Within_Range","SO4 checks perc diff out of range",65.7335796897038,"Within_Range","",4.2107975078,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"43","TMP","TMP_SW_B4_20240612_15CM_T3","SW","B4","15CM","T3","PM","PW",5,"20240612",11.908780411728,"Within_Range","SO4 checks perc diff out of range",83.6404231311706,"Within_Range","",5.357876771,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ","clear"
"44","TMP","TMP_SW_E3_20240612_15CM_T3","SW","E3","15CM","T3","PM","PW",5,"20240612",5.0657080474111,"Within_Range","SO4 checks perc diff out of range",43.9368124118477,"Within_Range","",2.81453692,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ","clear"
"45","TMP","TMP_SW_F6_20240612_15CM_T3","SW","F6","15CM","T3","PM","PW",5,"20240612",7.29957267623206,"Within_Range","SO4 checks perc diff out of range",67.1007926657264,"Within_Range","",4.2983786417,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ","clear"
"46","TMP","TMP_SW_H6_20240612_15CM_T3","SW","H6","15CM","T3","PM","PW",5,"20240612",7.15875545851528,"Within_Range","SO4 checks perc diff out of range",52.0228462623413,"Within_Range","",3.3325132893,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ","clear"
"47","TMP","TMP_FW_C6_20240612_15CM_T3","FW","C6","15CM","T3","PM","PW",5,"20240612",0.377807236431691,"Within_Range","SO4 checks perc diff out of range",0.126984485190409,"Within_Range","",0.0081603912,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"48","TMP","TMP_FW_H3_20240612_15CM_T3","FW","H3","15CM","T3","PM","PW",5,"20240612",0.149603867747973,"Within_Range","SO4 checks perc diff out of range",0.0919520451339915,"Within_Range","",0.0059162779,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ",NA
"49","TMP","TMP_SW_B4_20240613_15CM_T4","SW","B4","15CM","T4","AM","PW",5,"20240613",12.2731066749844,"Within_Range","SO4 checks perc diff out of range",88.3811029619182,"Within_Range","",5.6615559507,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ","clear"
"50","TMP","TMP_SW_D5_20240613_15CM_T4","SW","D5","15CM","T4","AM","PW",5,"20240613",6.49141609482221,"Within_Range","SO4 checks perc diff out of range",53.2389449929478,"Within_Range","",3.4104143242,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ","clear"
"51","TMP","TMP_SW_C3_20240613_15CM_T4","SW","C3","15CM","T4","AM","PW",5,"20240613",10.7420773549595,"Within_Range","SO4 checks perc diff out of range",79.818880112835,"Within_Range","",5.1130757951,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  Some sample IDs are missing from metadata: TMP_C_H6_20240610_15CM, TMP_SW_H3_20240612_15CM_T3 
  ","clear"
