"","Project","Sample_ID","Zone","Grid","Depth_cm","Event_Time","Time_of_day","Source","Volume_mL","Collection_Date","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"11","TMP","TMP_SW_H3_20240715_15CM","SW","H3","15CM",NA,NA,"PW",5,"20240715",9.19087336244541,"Within_Range","SO4 checks perc diff out of range",82.5182510578279,"Within_Range","",5.285992504,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"12","TMP","TMP_SW_F6_20240715_15CM","SW","F6","15CM",NA,NA,"PW",5,"20240715",7.44379288833437,"Within_Range","SO4 checks perc diff out of range",73.2463949224259,"Within_Range","",4.6920545529,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"13","TMP","TMP_FW_I5_20240715_15CM","FW","I5","15CM",NA,NA,"PW",5,"20240715",0.00913911416094822,"Within_Range","SO4 checks perc diff out of range",0.243086036671368,"Within_Range","",0.0155976418,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"14","TMP","TMP_SW_B4_20240711_15CM","SW","B4","15CM",NA,NA,NA,NA,"20240711",8.01430131004367,"Within_Range","SO4 checks perc diff out of range",75.3608011283498,"Within_Range","",4.8274995028,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ",NA
"15","TMP","TMP_SW_D5_20240805_15CM","SW","D5","15CM",NA,NA,"PW",5,"20240805",1.95963194011229,"Within_Range","SO4 checks perc diff out of range",26.2807475317348,"Within_Range","",1.6835220675,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"16","TMP","TMP_SW_I5_20240808_15CM","SW","I5","15CM",NA,NA,"PW",5,"20240808",7.19422956955708,"Within_Range","SO4 checks perc diff out of range",54.0628519040903,"Within_Range","",3.4631922767,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"17","TMP","TMP_FW_C3_20240808_15CM","FW","C3","15CM",NA,NA,"PW",5,"20240808",0.0142888334373051,"Within_Range","SO4 checks perc diff out of range",0.0717433004231312,"Within_Range","",0.0046217431,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ",NA
"18","TMP","TMP_SW_C3_20240802_15CM","SW","C3","15CM",NA,NA,"PW",5,"20240802",5.95518714909545,"Within_Range","SO4 checks perc diff out of range",70.1015684062059,"Within_Range","",4.4906027842,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"19","TMP","TMP_FW_D5_20240808_15CM","FW","D5","15CM",NA,NA,"PW",5,"20240808",0.0333250155957579,"Within_Range","SO4 checks perc diff out of range",0.152265162200282,"Within_Range","",0.0097798246,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ",NA
"20","TMP","TMP_FW_H6_20240812_15CM","FW","H6","15CM",NA,NA,"PW",5,"20240812",0.142064878353088,"Within_Range","SO4 checks perc diff out of range",0.0343526093088857,"Within_Range","",0.0022265646,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ",NA
"21","TMP","TMP_SW_F4_20240812_15CM","SW","F4","15CM",NA,NA,"PW",5,"20240812",3.28945102932002,"Within_Range","SO4 checks perc diff out of range",30.6531452750353,"Within_Range","",1.963609778,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"22","TMP","TMP_SW_H6_20240812_15CM","SW","H6","15CM",NA,NA,"PW",5,"20240812",2.02254522769807,"Within_Range","SO4 checks perc diff out of range",10.144778561354,"Within_Range","",0.6498817468,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"23","TMP","TMP_SW_D5_20240802_15CM","SW","D5","15CM",NA,NA,"PW",5,"20240802",2.34966936993138,"Within_Range","SO4 checks perc diff out of range",32.2530860366714,"Within_Range","",2.0660990233,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"24","TMP","TMP_SW_B4_20240805_15CM","SW","B4","15CM",NA,NA,"PW",5,"20240805",4.69170617592015,"Within_Range","SO4 checks perc diff out of range",37.6443244005642,"Within_Range","",2.4114517791,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"25","TMP","TMP_SW_C6_20240808_15CM","SW","C6","15CM",NA,NA,"PW",5,"20240808",3.89099500935745,"Within_Range","SO4 checks perc diff out of range",23.6931057827927,"Within_Range","",1.5177625242,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"26","TMP","TMP_FW_I5_20240805_15CM","FW","I5","15CM",NA,NA,"PW",5,"20240805",0.00693387398627573,"Within_Range","SO4 checks perc diff out of range",0.617746121297602,"Within_Range","",0.0395976737,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ",NA
"27","TMP","TMP_SW_H3_20240808_15CM","SW","H3","15CM",NA,NA,"PW",5,"20240808",4.12526512788522,"Within_Range","SO4 checks perc diff out of range",21.1428039492243,"Within_Range","",1.3543949068,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"28","TMP","TMP_SW_E3_20240812_15CM","SW","E3","15CM",NA,NA,"PW",5,"20240812",2.20696818465377,"Within_Range","SO4 checks perc diff out of range",27.9617517630465,"Within_Range","",1.7912040887,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"29","TMP","TMP_SW_H3_20240805_15CM","SW","H3","15CM",NA,NA,"PW",5,"20240805",6.13982220835933,"Within_Range","SO4 checks perc diff out of range",38.3656220028209,"Within_Range","",2.4576567691,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"30","TMP","TMP_SW_F6_20240802_15CM","SW","F6","15CM",NA,NA,"PW",5,"20240802",5.81372738615097,"Within_Range","SO4 checks perc diff out of range",54.8917235543018,"Within_Range","",3.5162882612,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"31","TMP","TMP_SW_B4_20240802_15CM","SW","B4","15CM",NA,NA,"PW",5,"20240802",6.85415159076731,"Within_Range","SO4 checks perc diff out of range",61.140191819464,"Within_Range","",3.9165535786,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"32","TMP","TMP_SW_C3_20240805_15CM","SW","C3","15CM",NA,NA,"PW",5,"20240805",4.87779475982533,"Within_Range","SO4 checks perc diff out of range",50.4793399153738,"Within_Range","",3.2336391282,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"33","TMP","TMP_SW_B4_20240906_15CM","SW","B4","15CM",NA,NA,"PW",5,"20240906",5.41187772925764,"Within_Range","SO4 checks perc diff out of range",49.6664174894217,"Within_Range","",3.1815648215,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"34","TMP","TMP_SW_D5_20240906_15CM","SW","D5","15CM",NA,NA,"PW",5,"20240906",2.12347161572052,"Within_Range","SO4 checks perc diff out of range",24.0383582510578,"Within_Range","",1.5398787586,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"35","TMP","TMP_SW_F6_20240906_15CM","SW","F6","15CM",NA,NA,"PW",5,"20240906",4.0888178415471,"Within_Range","SO4 checks perc diff out of range",31.4834104372355,"Within_Range","",2.0167950283,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"36","TMP","TMP_SW_C3_20240906_15CM","SW","C3","15CM",NA,NA,"PW",5,"20240906",5.23664379288833,"Within_Range","SO4 checks perc diff out of range",55.1735401974612,"Within_Range","",3.534340914,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"37","TMP","TMP_C_C6_20241003_15CM","C","C6","15CM",NA,NA,"PW",5,"20241003",0.0514098565190268,"Within_Range","SO4 checks perc diff out of range",0.386959097320169,"Within_Range","",0.0248138839,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ",NA
"38","TMP","TMP_C_F6_20241003_15CM","C","F6","15CM",NA,NA,"PW",5,"20241003",0.0413693075483468,"Within_Range","SO4 checks perc diff out of range",0.224318758815233,"Within_Range","",0.0143954447,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ",NA
"39","TMP","TMP_C_D5_20241003_15CM","C","D5","15CM",NA,NA,"PW",5,"20241003",0.0164753587024329,"Within_Range","SO4 checks perc diff out of range",0.101486600846262,"Within_Range","",0.0065270439,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ",NA
"40","TMP","TMP_C_F4_20241003_15CM","C","F4","15CM",NA,NA,"PW",5,"20241003",0.0159326263256394,"Within_Range","SO4 checks perc diff out of range",0.0794358251057828,"Within_Range","",0.005114512,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ",NA
"41","TMP","TMP_FW_C3_20241003_15CM","FW","C3","15CM",NA,NA,"PW",5,"20241003",0.0167654398003743,"Within_Range","SO4 checks perc diff out of range",0.231286318758815,"Within_Range","",0.0148417737,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ",NA
"42","TMP","TMP_SW_H6_20241003_15CM","SW","H6","15CM",NA,NA,"PW",5,"20241003",0.811968184653774,"Within_Range","SO4 checks perc diff out of range",6.77361071932299,"Within_Range","",0.4339309715,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","Yellow"
"43","TMP","TMP_SW_I5_20241003_15CM","SW","I5","15CM",NA,NA,"PW",5,"20241003",7.25728633811603,"Within_Range","SO4 checks perc diff out of range",56.0139435825106,"Within_Range","",3.5881756001,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"44","TMP","TMP_SW_D5_20241003_15CM","SW","D5","15CM",NA,NA,"PW",5,"20241003",2.18252027448534,"Within_Range","SO4 checks perc diff out of range",19.5554499294781,"Within_Range","",1.2527119449,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"45","TMP","TMP_SW_B4_20241003_15CM","SW","B4","15CM",NA,NA,"PW",5,"20241003",4.72296943231441,"Within_Range","SO4 checks perc diff out of range",45.9683356840621,"Within_Range","",2.9446725425,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"46","TMP","TMP_SW_C6_20241003_15CM","SW","C6","15CM",NA,NA,"PW",5,"20241003",2.60495633187773,"Within_Range","SO4 checks perc diff out of range",19.8067080394922,"Within_Range","",1.2688070746,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"47","TMP","TMP_SW_F4_20241003_15CM","SW","F4","15CM",NA,NA,"PW",5,"20241003",3.64105115408609,"Within_Range","SO4 checks perc diff out of range",29.1164287729196,"Within_Range","",1.8651705618,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"48","TMP","TMP_SW_F6_20241003_15CM","SW","F6","15CM",NA,NA,"PW",5,"20241003",3.95092014971928,"Within_Range","SO4 checks perc diff out of range",29.22376022567,"Within_Range","",1.8720460161,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"49","TMP","TMP_SW_C3_20241003_15CM","SW","C3","15CM",NA,NA,"PW",5,"20241003",3.55339051777916,"Within_Range","SO4 checks perc diff out of range",33.9503779971791,"Within_Range","",2.1748244063,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"50","TMP","TMP_SW_H3_20241003_15CM","SW","H3","15CM",NA,NA,"PW",5,"20241003",2.77650343106675,"Within_Range","SO4 checks perc diff out of range",15.2890634696756,"Within_Range","",0.9794151211,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
"51","TMP","TMP_SW_E3_20241003_15CM","SW","E3","15CM",NA,NA,"PW",5,"20241003",2.65886462882096,"Within_Range","SO4 checks perc diff out of range",21.8480733427362,"Within_Range","",1.3995731594,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  Some sample IDs are missing from metadata: 
  TMP_SW_B4_20240426_15CM
  TMP_SW_B4_20240711_15CM
  TMP_SW_F6_20241111_15CM
  ","clear"
